ID,CTR_SRR23389308,CTR_SRR23389309,CTR_SRR23389310,CTR_SRR23389311,CTR_SRR23389312,CTR_SRR23389313,CTR_SRR23389314,CTR_SRR23389315,CTR_SRR23389316,CTR_SRR23389317,CTR_SRR23389319,CTR_SRR23389320,CTR_SRR23389321,CTR_SRR23389322,CTR_SRR23389323,CTR_SRR23389324,CTR_SRR23389325,CTR_SRR23389326,CTR_SRR23389327,CTR_SRR23389328,CTR_SRR23389331,CTR_SRR23389332,CTR_SRR23389333,CTR_SRR23389334,CTR_SRR23389335,CTR_SRR23389336,CTR_SRR23389337,CTR_SRR23389339,CTR_SRR23389340,CTR_SRR23389341,CTR_SRR23389330,CTR_SRR23389342,CTR_SRR23389343,CTR_SRR23389344,CTR_SRR23389345,CTR_SRR23389346,CTR_SRR23389347,CTR_SRR23389348,CTR_SRR23389350,CTR_SRR23389262,CTR_SRR23389263,CTR_SRR23389264,CTR_SRR23389265,CTR_SRR23389266,CTR_SRR23389267,CTR_SRR23389268,CTR_SRR23389269,CTR_SRR23389270,CTR_SRR23389272,CTR_SRR23389273,CTR_SRR23389274,CTR_SRR23389275,CTR_SRR23389276,CTR_SRR23389277,CTR_SRR23389278,CTR_SRR23389279,CTR_SRR23389280,CTR_SRR23389281,CTR_SRR23389283,CTR_SRR23389284,CTR_SRR23389285,CTR_SRR23389291,CTR_SRR23389292,CTR_SRR23389293,CTR_SRR23389294,CTR_SRR23389295,CTR_SRR23389297,CTR_SRR23389298,CTR_SRR23389299,CTR_SRR23389300,CTR_SRR23389301,CTR_SRR23389302,CTR_SRR23389303,CTR_SRR23389304,CTR_SRR23389305,CTR_SRR23389306,CTR_A_461K_BV0D0,CTR_A_464S_WV0D0,CTR_A_466Y_YV0D0,CTR_A_564P_MV0D0,CTR_A_565K_UV0D0,CTR_A_661R_BV0D0,CTR_A_662W_TV0D0,CTR_A_665S_JV0D0,CTR_A_666J_PV0D0,CTR_A_465N_LV0D0
Clostridium_nexile_DSM_1787,0.0034777,0.004242,0.010586,0.005888,0.0048425,0.0043892,0.0048294,0.0086157,0.0046256,0.0043614,0.027741,0.0051144,0.059242,0.0040071,0.0058787,0.007953,0.010768,0.0059795,0.016453,0.0064095,0.014382,0.005315,0.0061844,0.0039275,0.0047407,0.0062443,0.0063101,0.0046475,0,0.004984,0.0047638,0.012363,0.0049418,0.002433,0.0040961,0.0065676,0.0065327,0.014233,0.012407,0.00779,0.0058529,0.0027115,0.0052768,0.0027194,0.0090739,0,0.0028122,0.0086162,0.017563,0.004633,0.012475,0.0038257,0.0067675,0.0083859,0.0050783,0.01682,0.0060665,0.0049907,0.0079228,0.0053731,0.0071415,0.011995,0.0056,0.0076208,0.004073,0.0053761,0.0088369,0.0057701,0.0047169,0.0036658,0.0089404,0.009038,0.025389,0.0076596,0.0019108,0.007722,0.010674,0.0011354,0.0087743,0.0048583,0.0034612,0.0051948,0.0045802,0.0047303,0.0052695,0.0049234
Clostridium_perfringens_ATCC_13124,0,0,0,0,0,0,0,0,0.0038494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032939,0,0,0,0,0,0,0,0,0,0,0,0,0.0021063,0,0,0,0.0011162,0,0,0,0,0,0,0,0,0.010589,0,0,0,0,0.0044398,0,0,0,0,0,0,0,0,0,0
Clostridium_ramosum_VPI_0427_DSM_1402,0,0,0,0,0,0,0.0041316,0,0.0015706,0,0,0,0,0,0,0,0,0,0,0,0.0010583,0,0.001507,0,0,0,0,0,0.0010555,0,0,0,0,0,0,0,0,0.0019761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025419,0,0,0,0,0.0013488,0,0,0,0,0
Clostridium_scindens_ATCC_35704,0,0,0.0014539,0,0,0,0,0,0,0,0,0.0041795,0.00132,0,0,0.0015911,0.0011979,0.0012112,0,0,0,0,0,0,0,0.0011568,0.0010612,0,0,0.0010862,0.0011899,0,0,0,0.0019415,0,0,0,0,0,0,0,0,0.0023823,0,0,0,0.0010893,0,0,0,0,0,0,0,0.0012491,0,0,0,0,0,0,0.0015032,0,0,0.012802,0,0.001122,0,0,0,0,0,0,0,0,0.0013145,0.0043066,0.0092916,0,0,0.0014417,0,0,0,0
Clostridium_sordellii_ATCC_9714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017438,0,0,0,0,0,0,0,0
Clostridium_sp_L2_50,0.029379,0.0021378,0.0019051,0.0020823,0.0036373,0.006384,0.0012966,0.0026132,0.0027287,0.0016317,0.0024176,0.0016844,0.0024584,0.0028217,0.010291,0.074155,0.026637,0.0076666,0.0019605,0,0.0014252,0.0052554,0.0047628,0.0014072,0.0032214,0.041517,0.0033386,0.0019627,0,0,0.012152,0,0.0024069,0.0016506,0.0025352,0.0016599,0.0083682,0.0012159,0.0018903,0.002293,0.0035976,0,0.0014373,0.0012641,0.0022266,0,0.0015462,0.0029775,0,0.0023668,0.0016791,0.018114,0.0017001,0.0021356,0.0091873,0.0010823,0.0030142,0.029734,0.0012767,0.0017139,0.0019355,0.0010599,0.0013267,0.0017863,0,0.0019068,0.0011021,0.0040505,0.0024077,0.0023951,0,0.0010479,0,0.0054471,0,0.0017001,0.001195,0,0.004954,0.0062765,0.0010383,0.0033115,0.0039176,0.0029433,0.0099386,0.018581
Clostridium_sp_M62_1,0.0033843,0.0028033,0.0024603,0.0037746,0.0024807,0.0031122,0.0013451,0.003686,0.0025646,0.0035313,0.0025445,0.0046156,0.0027028,0.002715,0.0025131,0.0062315,0.0050903,0.0032952,0.0016209,0.0019366,0.0026918,0.0039845,0.0050981,0.0023557,0.003696,0.0032801,0.0061624,0.0028795,0,0.0048296,0.0029121,0,0.0028401,0.0031947,0.0027408,0.0047989,0.0030941,0.0037024,0.0028191,0.0035898,0.0033868,0.0016767,0.0031333,0.0018774,0.0033071,0,0.0017343,0.0030407,0,0.003547,0.0015899,0.0027567,0.0027973,0.0026944,0.0044106,0.0024679,0.0024758,0.0031942,0.0021018,0.0035588,0.0034972,0.0040272,0.0034261,0.0050956,0.0026852,0.0032197,0.0029627,0.0034135,0.0052493,0.0023766,0,0.0022761,0.00205,0.0039336,0.0019284,0.0021286,0.0029642,0,0.006725,0.0046608,0.003983,0.0097898,0.0041425,0.0023988,0.0042195,0.0048647
Clostridium_sp_SS2_1,0.0028854,0.0064431,0.034324,0.004295,0.012935,0.0030192,0,0.016281,0.0050884,0.014393,0.0057146,0.0073633,0.0071963,0.013531,0.010303,0.007484,0.020469,0.013103,0.003744,0,0.016547,0.0091051,0.007589,0.011401,0.0061416,0.0045447,0.013862,0.018587,0,0.013496,0.0069402,0.024426,0.009596,0.0035206,0.025171,0.021706,0.0066858,0.014553,0.016943,0.0095272,0.022918,0.0089614,0.033402,0.0021584,0.03537,0,0.0079768,0.029449,0.0028556,0.0059537,0.023651,0.0047806,0.03459,0.028654,0.0069342,0.030811,0.010006,0.0075604,0.0056975,0.0082315,0.020296,0,0.0027924,0.0042712,0.03019,0.014651,0.002934,0.013813,0.0019849,0.023144,0.0011285,0.0035559,0,0.0062711,0.0064588,0.01445,0.0014516,0.0023138,0.029775,0.0011781,0,0.0013308,0.0015666,0.0014014,0.0028293,0.011647
Clostridium_sp_SY8519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010568,0,0.0016273,0,0,0,0
Clostridium_spiroforme_DSM_1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0020614,0,0,0,0,0,0,0,0.0011888,0,0,0,0.0017952,0,0,0,0,0,0,0,0,0,0,0,0,0.0011718,0,0,0,0,0,0,0.0012465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001071,0.0010678,0
Clostridium_sporosphaeroides_DSM_1294,0,0,0,0,0,0,0,0,0,0,0,0.0011385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013589,0,0,0,0
Clostridium_symbiosum_ATCC_14940,0,0,0,0,0,0,0,0,0,0.0019619,0,0,0,0,0,0,0,0,0.001275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0069889,0,0,0,0,0,0,0,0,0.0010115,0,0,0,0,0,0
Clostridium_symbiosum_WAL_14163,0.0014482,0,0.0022365,0,0,0,0,0,0,0,0.0013016,0.0012641,0.0011048,0,0,0.0037992,0.0020144,0.0014459,0.0012113,0,0,0.0013003,0.0010411,0,0.0011587,0.0012568,0,0,0,0.0011089,0.0012912,0,0.0017468,0,0.001394,0,0,0.0015537,0.0014548,0.0015356,0,0,0.0026213,0.0016114,0,0,0,0,0,0,0,0,0,0.0010301,0,0,0,0.0011608,0,0,0.0011234,0,0,0.0012222,0,0.0034275,0,0.0013494,0,0,0,0,0,0.0021855,0.0010534,0.0011219,0,0,0.0013906,0.002032,0.0033762,0.0028032,0.001817,0.0017422,0,0.0011383
Clostridium_symbiosum_WAL_14673,0,0,0,0,0,0,0,0,0,0,0.0010988,0,0.0010257,0,0,0.0018677,0.001149,0,0,0,0,0.001061,0,0,0,0,0,0,0,0,0,0,0.0012022,0,0,0,0,0,0,0,0,0,0.0011015,0.0016542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024112,0,0.00111,0,0,0,0,0,0.0010256,0,0,0,0,0.002596,0.0011762,0.0031034,0.0019122,0.0011644,0,0,0
Collinsella_aerofaciens_ATCC_25986,0.029907,0.011874,0.011124,0.018098,0.026767,0.018002,0,0.0077179,0.032161,0.023243,0.041203,0,0.045956,0.012582,0.021838,0.017272,0.0099964,0.0087364,0,0.024658,0.031121,0.058042,0.021387,0.024269,0.029868,0.052422,0.0069679,0.0090924,0,0,0.018118,0,0.023274,0.044377,0.075205,0.014604,0.042629,0,0,0.0054465,0.039931,0.028061,0.015017,0.037587,0.032968,0.047815,0.050885,0.013022,0.0067104,0.032,0.022541,0.031759,0.083823,0.079066,0.020923,0.0052365,0.029172,0.035795,0.02167,0.050423,0.020441,0.010883,0.012558,0.052702,0.012343,0.025693,0.044437,0.016262,0.025579,0.0057909,0.0085934,0.031822,0.021071,0.0076895,0.029776,0.0070897,0.013928,0.0063142,0,0.012936,0.015955,0.026392,0.010549,0.055826,0.0082822,0.0032452
Collinsella_intestinalis_DSM_13280,0,0,0,0.0015811,0,0,0,0.0018602,0,0,0,0.0014795,0,0,0,0,0,0,0,0.0017661,0,0,0.0037643,0,0.0014736,0,0,0,0,0,0,0,0.0019053,0,0,0,0.0020987,0,0.01231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010351,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090561,0,0,0.0069802,0.032964,0.0028307,0,0,0,0.0054068,0,0,0,0
Collinsella_stercoris_DSM_13279,0,0,0,0,0,0,0,0,0,0,0,0.00937,0.0029274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001408,0.022974,0,0,0,0,0,0,0,0
Collinsella_tanakaei_YIT_12063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0032804,0.0018473,0,0,0,0,0,0.019893,0.0015096,0.001696,0,0,0,0,0,0,0,0,0,0,0,0,0.00224,0.0082056,0,0,0,0,0,0,0.0024251,0,0,0,0.007557,0,0.0011281,0,0,0,0,0,0
Coprobacillus_sp_29_1,0,0.00108,0,0,0,0,0,0,0,0,0.0012201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010442,0.0019049,0,0,0,0.001884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016427,0,0.0013406,0,0,0,0,0,0,0,0,0,0.0010668,0,0,0,0,0,0,0,0.0011056,0,0,0.0010765,0,0.0014262,0.0013986,0.001211
Coprobacillus_sp_D7,0,0,0,0,0,0,0.0037763,0,0.0016031,0,0,0,0,0,0,0,0,0,0,0,0.0012028,0,0.0017251,0,0,0,0,0,0,0.0011682,0,0.0011582,0,0,0,0,0,0.0021339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025068,0,0,0,0,0.0015221,0,0,0,0,0
Coprococcus_catus_GD_7,0.0049438,0.0063101,0.0028106,0.0077093,0.011042,0.0099074,0.0014697,0.0023977,0.0060351,0.0031088,0.0059594,0.0073884,0.0025301,0.0058784,0.0054631,0.011738,0.0056303,0.0080616,0.0032476,0.001146,0.0016347,0.011513,0.0042461,0.0032098,0.0075079,0.011003,0.008027,0.0028805,0,0.0026154,0.012367,0.0027916,0.0094417,0.0022123,0.0037554,0.0070186,0.0059195,0.0023183,0.0056742,0.0039495,0.0064497,0.0042998,0.0087469,0.0023383,0.0035926,0,0.0049806,0.011904,0,0.0083964,0.0017935,0.0066338,0.008329,0.0062624,0.0077007,0.0016313,0.0040744,0.0081704,0.0021234,0.0028651,0.0067401,0.001725,0.005418,0.0041291,0.0037481,0.0030486,0.0034782,0.0069773,0.005658,0.002975,0.0016795,0.0030557,0.0019757,0.0056269,0.0089255,0.0035185,0.007875,0,0.0036478,0.0041492,0.0023026,0.0053647,0.0035492,0.0086205,0.0076731,0.0079502
Coprococcus_comes_ATCC_27758,0.011402,0.0072507,0.0034376,0.021408,0.0096693,0.0066673,0.0017051,0.0081428,0.011599,0.011565,0.029619,0.01023,0.0037346,0.0031126,0.0091009,0.015879,0.0082499,0.015723,0.0034501,0.0023443,0.0022754,0.033013,0.0047054,0.012534,0.0079379,0.0059672,0.025635,0.0099672,0,0.0027625,0.011371,0.0034463,0.010546,0.0076431,0.0046326,0.015567,0.010136,0.0029528,0.021697,0.017121,0.014798,0.0071398,0.009955,0.017235,0.0033443,0.0016684,0.01432,0.015891,0.0022838,0.016247,0.0019666,0.011213,0.011433,0.037355,0.0068343,0.0035466,0.020839,0.014672,0.010949,0.002692,0.014397,0.0031659,0.0070669,0.012015,0.0068945,0.0041339,0.0027897,0.0077507,0.012986,0.0069198,0.0029299,0.0047794,0.0037614,0.0033774,0.0026075,0.018195,0.0027649,0.0020228,0.014058,0.01123,0.0024859,0.0061663,0.0075004,0.022188,0.05189,0.018881
Coprococcus_eutactus_ATCC_27759,0.0080739,0.10873,0,0,0.0015682,0.0065191,0.016353,0,0.034185,0.0014672,0,0,0,0.055577,0.013659,0.002802,0.053455,0.0060016,0,0,0,0.0038193,0.0021003,0,0.0010403,0.0023513,0.0017257,0,0,0,0.0091729,0,0,0,0,0,0,0,0,0,0.0011645,0,0,0,0.0017164,0,0,0.0014683,0,0,0,0.0041382,0.0098501,0.010545,0.0022522,0,0,0.0051257,0,0,0.0012737,0,0,0,0,0,0,0.11442,0.0055876,0,0,0.0019441,0,0.0034229,0,0,0,0,0.0017244,0.002992,0,0.0011588,0.0013863,0.0010943,0.0014665,0.0020564
Corynebacterium_ureicelerivorans,0,0,0,0,0.0017464,0.031351,0,0.0045659,0.0011698,0.0011735,0,0,0,0.0016356,0,0,0.0024609,0,0,0.020019,0,0,0,0.0013596,0,0.0035036,0,0.0042403,0,0,0,0.0011114,0.0022429,0,0.0022173,0.0037922,0,0,0,0,0,0.0015834,0,0.0021401,0,0.0049061,0,0.0024593,0,0,0.024107,0,0.0042397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0067184,0,0,0,0,0.046709,0,0.0017852,0.0014413,0,0,0.0024571,0,0.0031867,0,0,0
Cronobacter_sakazakii_ATCC_BAA_894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dermacoccus_nishinomiyaensis,0.0032094,0.00755,0,0.0047098,0.063297,0.0065872,0.010343,0,0.019948,0.061106,0,0,0,0,0.0014022,0,0,0.010919,0,0.0059282,0,0,0,0.050124,0.0017598,0.0071251,0.0043034,0,0.0024575,0,0.001815,0,0.0098504,0,0,0,0,0,0,0.0031969,0,0.0065755,0,0.005214,0,0,0.0060997,0,0.0060685,0,0.074491,0.03624,0,0,0,0,0.0097841,0.0011495,0.042345,0,0,0,0,0,0,0,0.0027286,0.010838,0,0.093094,0,0,0,0.031725,0,0,0.06592,0.028789,0,0.011765,0,0.064029,0.13548,0,0.014894,0
Desulfovibrio_piger_ATCC_29098,0.012211,0,0,0,0,0,0,0,0.0057517,0.0039698,0.0015701,0,0,0,0,0.0090379,0,0.0025314,0,0,0,0,0,0,0,0,0,0,0,0,0.0026562,0,0,0.0013031,0.0088071,0,0,0,0,0.0014159,0,0,0,0,0,0,0,0.0023218,0,0,0,0.0035328,0.0050335,0,0,0,0.0036144,0.0043657,0.005817,0.0030207,0,0.0022138,0.0063867,0.0025961,0,0,0.0028092,0,0,0,0,0.0013325,0,0.0053775,0,0.0022796,0,0,0,0.0044351,0,0,0,0,0,0
Desulfovibrio_sp_3_1_syn3,0,0,0,0,0,0,0,0,0,0,0,0.0054152,0,0,0,0,0,0,0,0,0,0,0.0013458,0,0,0.0015495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dialister_invisus_DSM_15470,0,0,0,0,0,0,0.0091233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0071811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0010906,0,0,0,0,0,0,0,0,0
Dialister_succinatiphilus_YIT_11850,0.0022246,0.028909,0,0,0,0,0,0,0,0.0017627,0,0,0,0,0,0,0,0,0,0,0,0.0079688,0,0,0.0029809,0.0024753,0,0,0,0,0,0,0,0.0057784,0.0047097,0,0,0,0,0,0,0.0039753,0,0.0034361,0.0056704,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012744,0,0,0,0,0,0,0,0,0,0.003463,0.0014651,0,0,0,0,0,0,0.0062317,0,0,0,0,0,0,0.013131,0.0047154,0
Dorea_formicigenerans_ATCC_27755,0.011071,0.0055696,0.003398,0.011891,0.0065581,0.0096712,0.0015888,0.008999,0.011559,0.0084943,0.0045337,0.0053631,0.0023481,0.0059415,0.0078965,0.011036,0.0089678,0.01492,0.0052024,0.0049757,0.0014363,0.011591,0.0081391,0.0047593,0.0077975,0.013039,0.010489,0.0073623,0,0.0059629,0.015997,0.0037251,0.01149,0.0050114,0.0040125,0.009657,0.012169,0.0047446,0.0080038,0.0044719,0.010234,0.0090797,0.008503,0.0023107,0.0089653,0,0.0069256,0.010488,0.0016949,0.0085942,0.0014663,0.010803,0.0077602,0.0080308,0.0054934,0.0031415,0.0085498,0.013936,0.0058126,0.0018531,0.0094814,0.0062257,0.010202,0.0075135,0.012185,0.0029735,0.0027425,0.0071228,0.0062093,0.006397,0.0030429,0.012867,0.0058201,0.0048706,0.0085983,0.0067125,0.0059453,0.0034475,0.01,0.0039822,0.0017583,0.02205,0.0093032,0.015904,0.013449,0.0090325
Dorea_longicatena_DSM_13814,0.024034,0.010376,0.024187,0.024377,0.012748,0.010712,0,0.0067744,0.017739,0.018574,0.019341,0.022846,0.0026962,0.0019934,0.012417,0.010365,0.014784,0.022548,0.0023184,0.0029929,0.010367,0.019546,0.012892,0.011664,0.022225,0.020199,0.018312,0.0086102,0,0.0069184,0.019165,0.01375,0.012479,0.035707,0.0097309,0.014731,0.027261,0.0012739,0.015174,0.0035586,0.018899,0.015495,0.015569,0.0019832,0.0023343,0,0.022524,0.025308,0.0014204,0.027601,0.011471,0.024536,0.011788,0.017147,0.012857,0,0.002587,0.021488,0.016374,0.029145,0.012339,0.010303,0.015411,0.012118,0.0019306,0.0031183,0.0053704,0.015685,0.013636,0.0090135,0.0019731,0.0094108,0.0028439,0.010796,0.0093382,0.0061856,0.014921,0.0077391,0.0082246,0.0042252,0.0042235,0.045945,0.0069517,0.019813,0.0082921,0.0084921
Eggerthella_lenta_DSM_2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eggerthella_sp_1_3_56FAA,0,0,0.0032523,0,0.0024618,0,0.0012212,0,0,0,0,0,0.0050836,0.0021704,0.0011828,0,0.0012525,0,0.0021899,0,0,0,0.0027861,0,0,0,0,0.0026172,0.0015071,0.0080798,0,0.0026973,0.0011293,0,0.0045824,0.0011405,0.0026613,0.0020349,0,0,0.0013012,0,0,0,0,0,0.0019305,0,0,0.0018248,0.0035667,0,0,0.0020121,0.0011915,0.0023034,0.0040185,0,0.0039151,0,0.0029439,0,0.0026792,0.0038094,0.0052888,0.0041012,0,0,0,0.0044618,0,0,0.0025701,0,0,0,0,0,0.0022499,0,0,0.0011316,0,0,0,0
Enterobacter_aerogenes_KCTC_2190,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010692,0,0,0,0,0,0,0.0018926,0,0.0017756,0,0,0,0,0,0
Enterobacter_asburiae_LF7a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_cancerogenus_ATCC_35316,0,0,0,0,0,0,0,0,0,0.0016099,0,0,0,0,0,0,0,0,0.0011174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0073717,0,0,0,0,0,0,0,0,0.0010962,0,0,0,0,0,0
Enterobacter_cloacae_EcWSU1,0,0,0,0,0,0,0,0,0,0.0019292,0,0,0,0,0,0,0,0,0.0012255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0068507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterobacter_hormaechei_YT2,0,0,0,0,0,0,0,0,0,0.0020791,0,0,0,0,0,0,0,0,0.0057889,0,0,0,0,0,0,0.0011089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0015096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013775,0,0.016144,0,0,0,0,0,0.0010876,0,0,0.0014294,0,0,0,0,0,0
Enterococcus_asini_ATCC_700915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_avium_ATCC_14025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_casseliflavus_ATCC_12755,0,0,0,0.0010982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013395,0,0,0.0011922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_cecorum_DSM_20682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0013076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_dispar_ATCC_51266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0055322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_durans_ATCC_6056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0019002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Enterococcus_faecalis_OG1RF_ATCC_47077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0031062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
